Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Mechanical Bride : Folklore of Industrial Man,"The Mechanical Bride is unique and composed of a number of short essays that can be read in any order – what he styled the ""mosaic approach"" to writing a book. Each essay begins with a newspaper or magazine article or an advertisement, followed by McLuhan's analysis thereof. The analyses bear on aesthetic considerations as well as on the implications behind the imagery and text. McLuhan chose the ads and articles included in his book not only to draw attention to their symbolism and their implications for the corporate entities that created and disseminated them, but also to mull over what such advertising implies about the wider society at which it is aimed.",['Marshall McLuhan'],http://books.google.com/books/content?id=PqC4AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PqC4AAAAIAAJ&q=The+Mechanical+Bride+:+Folklore+of+Industrial+Man&dq=The+Mechanical+Bride+:+Folklore+of+Industrial+Man&hl=&cd=1&source=gbs_api,Beacon Press (MA),1967,http://books.google.nl/books?id=PqC4AAAAIAAJ&dq=The+Mechanical+Bride+:+Folklore+of+Industrial+Man&hl=&source=gbs_api,['Advertising'],
The Media Monopoly 6th Edition,"This edition features a dramatic new preface, detailing the media landscape as we enter the twenty-first century, and includes an entirely new examination of the implications of new technologies.""--BOOK JACKET.",['Ben H. Bagdikian'],http://books.google.com/books/content?id=_h6QGJJGAAQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_h6QGJJGAAQC&q=The+Media+Monopoly+6th+Edition&dq=The+Media+Monopoly+6th+Edition&hl=&cd=1&source=gbs_api,Beacon Press (MA),2000,http://books.google.com/books?id=_h6QGJJGAAQC&dq=The+Media+Monopoly+6th+Edition&hl=&source=gbs_api,['Business & Economics'],
The Medic: Life and Death in the Last Days of World War II,"A World War II medic shares his story for the first time, detailing the intense combat and human drama he experienced as he patched up men on the frontlines during the final days of the war.",['Leo Litwak'],http://books.google.com/books/content?id=cJBJJx74DaAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cJBJJx74DaAC&printsec=frontcover&dq=The+Medic:+Life+and+Death+in+the+Last+Days+of+World+War+II&hl=&cd=1&source=gbs_api,Algonquin Books,2001-01-01,http://books.google.com/books?id=cJBJJx74DaAC&dq=The+Medic:+Life+and+Death+in+the+Last+Days+of+World+War+II&hl=&source=gbs_api,['Biography & Autobiography'],1.0
The Medici Conspiracy: The Illicit Journey of Looted Antiquities--From Italy's Tomb Raiders to the World's Greatest Museums,"The story begins, as stories do in all good thrillers, with a botched robbery and a police chase. Eight Apuleian vases of the fourth century B.C. are discovered in the swimming pool of a German-based art smuggler. More valuable than the recovery of the vases, however, is the discovery of the smuggler's card index detailing his deals and dealers. It reveals the existence of a web of tombaroli—tomb raiders— who steal classical artifacts, and a network of dealers and smugglers who spirit them out of Italy and into the hands of wealthy collectors and museums. Peter Watson, a former investigative journalist for the London Sunday Times and author of two previous exposés of art world scandals, names the key figures in this network that has depleted Europe's classical artifacts. Among the loot are the irreplaceable and highly collectable vases of Euphronius, the equivalent in their field of the sculpture of Bernini or the painting of Michelangelo. The narrative leads to the doors of some major institutions: Sothebys, the Getty Museum in L.A., the Museum of Fine Arts in Boston, and the Metropolitan Museum of Art in New York among them. Filled with great characters and human drama, The Medici Conspiracy authoritatively exposes another shameful round in one of the oldest games in the world: theft, smuggling and duplicitous dealing, all in the name of art.","['Peter Watson', 'Cecilia Todeschini']",http://books.google.com/books/content?id=cElqswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=cElqswEACAAJ&dq=The+Medici+Conspiracy:+The+Illicit+Journey+of+Looted+Antiquities--From+Italy%27s+Tomb+Raiders+to+the+World%27s+Greatest+Museums&hl=&cd=1&source=gbs_api,PublicAffairs,2007-06-12,http://books.google.nl/books?id=cElqswEACAAJ&dq=The+Medici+Conspiracy:+The+Illicit+Journey+of+Looted+Antiquities--From+Italy%27s+Tomb+Raiders+to+the+World%27s+Greatest+Museums&hl=&source=gbs_api,['Art'],2.0
The medieval kitchen: Recipes from France and Italy,"Reconstructed from fourteenth- and fifteenth-century sources, presents recipes from the cuisine of the Middle Ages, along with an explanation of the history and tradition of authentic medieval cooking.","['Odile Redon', 'Françoise Sabban', 'Silvano Serventi']",http://books.google.com/books/content?id=Twf3n_yaIA0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Twf3n_yaIA0C&printsec=frontcover&dq=The+medieval+kitchen:+Recipes+from+France+and+Italy&hl=&cd=1&source=gbs_api,University of Chicago Press,2000-04-15,http://books.google.nl/books?id=Twf3n_yaIA0C&dq=The+medieval+kitchen:+Recipes+from+France+and+Italy&hl=&source=gbs_api,['Cooking'],2.0
The Medieval Manichee. A Study of the Christian Dualist Heresy.,,['Steven Runciman'],http://books.google.com/books/content?id=oLA8AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=oLA8AAAAYAAJ&q=The+Medieval+Manichee.+A+Study+of+the+Christian+Dualist+Heresy.&dq=The+Medieval+Manichee.+A+Study+of+the+Christian+Dualist+Heresy.&hl=&cd=1&source=gbs_api,,1947,http://books.google.com/books?id=oLA8AAAAYAAJ&dq=The+Medieval+Manichee.+A+Study+of+the+Christian+Dualist+Heresy.&hl=&source=gbs_api,['Christian heresies'],2.0
The Meditations of Marcus Aurelius Antoninus: And a Selection from the Letters of Marcus and Fronto (Oxford World's Classics),"A. S. L. Farquharson's translation was originally published in 1944, as part of a major commentary on Marcus Aurelius' work. In this volume, Farquharson's work is brought up to date and supplied with an introduction and notes for the student and general reader. A selection of lively letters from Marcus to his tutor Fronto, most of which date from his earlier years, is also included.","['Marcus Aurelius (Roman emperor)', 'Arthur Spenser Loat Farquharson']",http://books.google.com/books/content?id=aDubQFDT-RkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=aDubQFDT-RkC&printsec=frontcover&dq=The+Meditations+of+Marcus+Aurelius+Antoninus:+And+a+Selection+from+the+Letters+of+Marcus+and+Fronto+(Oxford+World%27s+Classics)&hl=&cd=1&source=gbs_api,"Oxford University Press, USA",1998,http://books.google.nl/books?id=aDubQFDT-RkC&dq=The+Meditations+of+Marcus+Aurelius+Antoninus:+And+a+Selection+from+the+Letters+of+Marcus+and+Fronto+(Oxford+World%27s+Classics)&hl=&source=gbs_api,['Literary Criticism'],6.0
The Mediterranean Caper (Dirk Pitt Adventure Ser.),"A Luftwaffe ace, a Nazi war criminal, a beautiful and untrustworthy brunette, and a deadly billion-dollar cargo become the objects of a desperate search as Dirk Pitt matches wits with the elusive leader of an international smuggling ring.",['Clive Cussler'],http://books.google.com/books/content?id=e6uMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=e6uMDQAAQBAJ&printsec=frontcover&dq=The+Mediterranean+Caper+(Dirk+Pitt+Adventure+Ser.)&hl=&cd=1&source=gbs_api,Penguin,2013,http://books.google.com/books?id=e6uMDQAAQBAJ&dq=The+Mediterranean+Caper+(Dirk+Pitt+Adventure+Ser.)&hl=&source=gbs_api,['Fiction'],18.0
The Megali Idea and the Greek Turkish War of 1897,"Why do smokers claim that the first cigarette of the day is the best? What is the biological basis behind some heavy drinkers' belief that the ""hair-of-the-dog"" method alleviates the effects of a hangover? Why does marijuana seem to affect ones problem-solving capacity? Intoxicating Minds is, in the author's words, ""a grand excavation of drug myth."" Neither extolling nor condemning drug use, it is a story of scientific and artistic achievement, war and greed, empires and religions, and lessons for the future. Ciaran Regan looks at each class of drugs, describing the historical evolution of their use, explaining how they work within the brain's neurophysiology, and outlining the basic pharmacology of those substances. From a consideration of the effect of stimulants, such as caffeine and nicotine, and the reasons and consequences of their sudden popularity in the seventeenth century, the book moves to a discussion of more modern stimulants, such as cocaine and ecstasy. In addition, Regan explains how we process memory, the nature of thought disorders, and therapies for treating depression and schizophrenia. Regan then considers psychedelic drugs and their perceived mystical properties and traces the history of placebos to ancient civilizations. Finally, Intoxicating Minds considers the physical consequences of our co-evolution with drugs—how they have altered our very being—and offers a glimpse of the brave new world of drug therapies.","['Theodore George Tatsios', 'Theodore Tatsios']",http://books.google.com/books/content?id=T2wbAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=T2wbAAAAYAAJ&q=The+Megali+Idea+and+the+Greek+Turkish+War+of+1897&dq=The+Megali+Idea+and+the+Greek+Turkish+War+of+1897&hl=&cd=1&source=gbs_api,,1984,http://books.google.nl/books?id=T2wbAAAAYAAJ&dq=The+Megali+Idea+and+the+Greek+Turkish+War+of+1897&hl=&source=gbs_api,['History'],
The Memoirs of Cleopatra: A Novel,"Bestselling novelist Margaret George brings to life the glittering kingdom of Cleopatra, Queen of the Nile, in this lush, sweeping, and richly detailed saga. Told in Cleopatra's own voice, The Memoirs of Cleopatra is a mesmerizing tale of ambition, passion, and betrayal in the ancient Egyptian world, which begins when the twenty-year-old queen seeks out the most powerful man in the world, Julius Caesar, and does not end until, having survived the assassination of Caesar and the defeat of the second man she loves, Marc Antony, she plots her own death rather than be paraded in triumph through the streets of Rome. Most of all, in its richness and authenticity, it is an irresistible story that reveals why Margaret George's work has been widely acclaimed as ""the best kind of historical novel, one the reader can't wait to get lost in."" (San Francisco Chronicle).",['Margaret George'],http://books.google.com/books/content?id=aMDoC0qKRwcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=aMDoC0qKRwcC&printsec=frontcover&dq=The+Memoirs+of+Cleopatra:+A+Novel&hl=&cd=1&source=gbs_api,St. Martin's Press,2010-04-01,https://play.google.com/store/books/details?id=aMDoC0qKRwcC&source=gbs_api,['Fiction'],39.0
The Memoirs Of Colonel John S.Mosby,"""Colonel Mosby was a 'Virginian of the Virginians', educated at the State's University, and seemed destined to pass his life as an obscure Virginia attorney, when war brought him his opportunity for fame. The following pages contain the story of his life as private in the cavalry, as a scout, and as a leader as partisans""--Introduction.",['John Singleton Mosby'],http://books.google.com/books/content?id=jkNHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jkNHAQAAMAAJ&printsec=frontcover&dq=The+Memoirs+Of+Colonel+John+S.Mosby&hl=&cd=1&source=gbs_api,"Boston : Little, Brown",1917,https://play.google.com/store/books/details?id=jkNHAQAAMAAJ&source=gbs_api,['United States'],
The men of the last frontier,"In 1931 Grey Owl published his first book, The Men of the Last Frontier, a work that is part memoir, part history of the vanishing wilderness in Canada, and part compendium of animal and First Nations tales and lore. A passionate, compelling appeal for the protection and preservation of the natural environment pervades Grey Owls words and makes his literary debut still ring with great relevance in the 21st century. By the 1920s, Canadas outposts of adventure had been thrust farther and farther north to the remote margins of the country. Lumbermen, miners, and trappers invaded the primeval forests, seizing on natures wealth with soulless efficiency. Grey Owl himself fled before the assault as he witnessed his valleys polluted with sawmills, his hills dug up for hidden treasure, and wildlife, particularly his beloved beavers, exterminated for quick fortunes.",['Grey Owl'],http://books.google.com/books/content?id=UeY2o6zTMA4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UeY2o6zTMA4C&printsec=frontcover&dq=The+men+of+the+last+frontier&hl=&cd=1&source=gbs_api,Dundurn,2011-02-25,https://play.google.com/store/books/details?id=UeY2o6zTMA4C&source=gbs_api,['Biography & Autobiography'],
"The Mercenary (The Men of T-FLAC, Book 1)","Victoria Jones was a lousy liar. Not that the sensible bookkeeper was accustomed to lying—or anything else that would have disrupted her safe, dull existence. But her world took a terrifying turn when her twin brother, Alex, an agent for T-FLAC, the elite antiterrorist task force, went missing. Now she'll do anything to find him…lie, cheat, even subject herself to the predatory advances of Alex's T-FLAC partner, Marc Savin, if it will help get her brother home safe. But trusting the sexy, brooding operative might just be the risk of a lifetime.",['Cherry Adair'],http://books.google.com/books/content?id=aeotMFqqa0UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=aeotMFqqa0UC&pg=PP1&dq=The+Mercenary+(The+Men+of+T-FLAC,+Book+1)&hl=&cd=1&source=gbs_api",Harlequin,2012-09-17,https://play.google.com/store/books/details?id=aeotMFqqa0UC&source=gbs_api,['Fiction'],8.0
